שם הקובץ,נתיב הקובץ,תיקיית המקור,מספר שורות
מרכבת המשנה על הלכות תשובה.txt,אוצריא/הלכה/משנה תורה/מפרשים/מרכבת המשנה/מרכבת המשנה על הלכות תשובה.txt,Dicta,64
מהרם שיק תריג מצות חלק ב.txt,אוצריא/הלכה/ספרי מצוות/מהרם שיק תריג מצות חלק ב.txt,Dicta,1783
אלה המצות.txt,אוצריא/הלכה/ספרי מצוות/אלה המצות.txt,Dicta,2112
מהרם שיק תריג מצות חלק א.txt,אוצריא/הלכה/ספרי מצוות/מהרם שיק תריג מצות חלק א.txt,Dicta,1423
אב בחכמה.txt,אוצריא/הלכה/מחברי זמננו/אב בחכמה.txt,Dicta,473
ברוך טעם.txt,אוצריא/הלכה/מערכות ועניינים/ברוך טעם.txt,Dicta,939
גבורת יהונתן.txt,אוצריא/הלכה/מערכות ועניינים/גבורת יהונתן.txt,Dicta,432
מקדש דוד חלק ב.txt,אוצריא/הלכה/מערכות ועניינים/מקדש דוד חלק ב.txt,Dicta,757
בית האוצר חלק א.txt,אוצריא/הלכה/מערכות ועניינים/בית האוצר חלק א.txt,Dicta,1819
דרך פקודיך.txt,אוצריא/הלכה/מערכות ועניינים/דרך פקודיך.txt,Dicta,1627
בכורי יוסף.txt,אוצריא/הלכה/מערכות ועניינים/בכורי יוסף.txt,Dicta,347
אפיקי ים חלק א.txt,אוצריא/הלכה/מערכות ועניינים/אפיקי ים חלק א.txt,Dicta,1247
מקדש דוד חלק ד.txt,אוצריא/הלכה/מערכות ועניינים/מקדש דוד חלק ד.txt,Dicta,671
מקדש דוד חלק ג.txt,אוצריא/הלכה/מערכות ועניינים/מקדש דוד חלק ג.txt,Dicta,737
בית אבא.txt,אוצריא/הלכה/מערכות ועניינים/בית אבא.txt,Dicta,336
למודי ד.txt,אוצריא/הלכה/מערכות ועניינים/למודי ד.txt,Dicta,1277
מקדש דוד חלק א.txt,אוצריא/הלכה/מערכות ועניינים/מקדש דוד חלק א.txt,Dicta,807
שערי ישר חלק א - ב.txt,אוצריא/הלכה/מערכות ועניינים/שערי ישר חלק א - ב.txt,Dicta,1680
תקפו כהן.txt,אוצריא/הלכה/מערכות ועניינים/תקפו כהן.txt,Dicta,392
אמר שומר.txt,אוצריא/הלכה/מערכות ועניינים/אמר שומר.txt,Dicta,142
אמרי משה.txt,אוצריא/הלכה/מערכות ועניינים/אמרי משה.txt,Dicta,1758
ציונים לתורה.txt,אוצריא/הלכה/מערכות ועניינים/ציונים לתורה.txt,Dicta,820
אתוון דאורייתא.txt,אוצריא/הלכה/מערכות ועניינים/אתוון דאורייתא.txt,Dicta,540
ונגש הכהן.txt,אוצריא/הלכה/מערכות ועניינים/ונגש הכהן.txt,Dicta,692
לקח טוב.txt,אוצריא/הלכה/מערכות ועניינים/לקח טוב.txt,Dicta,784
בית האוצר חלק ב.txt,אוצריא/הלכה/מערכות ועניינים/בית האוצר חלק ב.txt,Dicta,418
בית יצחק - שערי קבוע וספקות.txt,אוצריא/הלכה/מערכות ועניינים/בית יצחק/בית יצחק - שערי קבוע וספקות.txt,Dicta,1306
בית יצחק - דיני ברירה.txt,אוצריא/הלכה/מערכות ועניינים/בית יצחק/בית יצחק - דיני ברירה.txt,Dicta,595
כפי אהרן על טור אורח חיים.txt,אוצריא/הלכה/טור/מפרשים/כפי אהרן על טור אורח חיים.txt,Dicta,72
כפי אהרן על טור חושן משפט.txt,אוצריא/הלכה/טור/מפרשים/כפי אהרן על טור חושן משפט.txt,Dicta,14
הרוקח.txt,אוצריא/הלכה/ראשונים/הרוקח.txt,Dicta,1250
הלכות ברכות להריטבא.txt,אוצריא/הלכה/ראשונים/הלכות ברכות להריטבא.txt,Dicta,386
ספר העיטור.txt,אוצריא/הלכה/ראשונים/ספר העיטור.txt,Dicta,814
מהריל (מנהגים).txt,אוצריא/הלכה/ראשונים/מהריל (מנהגים).txt,Dicta,1762
גרש ירחים.txt,אוצריא/תלמוד בבלי/אחרונים/גרש ירחים.txt,Dicta,2703
חידושי מהראל על השס.txt,אוצריא/תלמוד בבלי/אחרונים/חידושי מהראל על השס.txt,Dicta,156
שערי תורה חלק א.txt,אוצריא/תלמוד בבלי/אחרונים/שערי תורה חלק א.txt,Dicta,1352
איגרא רמה חלק א.txt,אוצריא/תלמוד בבלי/אחרונים/איגרא רמה חלק א.txt,Dicta,508
אגודות אזוב מדברי.txt,אוצריא/תלמוד בבלי/אחרונים/אגודות אזוב מדברי.txt,Dicta,2366
קובץ הערות.txt,אוצריא/תלמוד בבלי/אחרונים/קובץ הערות.txt,Dicta,1712
תורת גיטין על גיטין.txt,אוצריא/תלמוד בבלי/אחרונים/תורת גיטין על גיטין.txt,Dicta,358
אמרי נועם.txt,אוצריא/תלמוד בבלי/אחרונים/אמרי נועם.txt,Dicta,1013
בית יעקב על כתובות.txt,אוצריא/תלמוד בבלי/אחרונים/בית יעקב על כתובות.txt,Dicta,748
כתבי קודש על השס.txt,אוצריא/תלמוד בבלי/אחרונים/כתבי קודש על השס.txt,Dicta,188
חידוד הלכות על נדה.txt,אוצריא/תלמוד בבלי/אחרונים/חידוד הלכות על נדה.txt,Dicta,464
דבש תמר - ב (ראש).txt,אוצריא/תלמוד בבלי/אחרונים/דבש תמר - ב (ראש).txt,Dicta,3747
מעיני החכמה על סדר נזיקין.txt,אוצריא/תלמוד בבלי/אחרונים/מעיני החכמה על סדר נזיקין.txt,Dicta,2233
גאון יעקב על עירובין.txt,אוצריא/תלמוד בבלי/אחרונים/גאון יעקב על עירובין.txt,Dicta,2041
שמחת יום טוב.txt,אוצריא/תלמוד בבלי/אחרונים/שמחת יום טוב.txt,Dicta,1131
ישמח משה על השס.txt,אוצריא/תלמוד בבלי/אחרונים/ישמח משה על השס.txt,Dicta,504
המקנה על קידושין.txt,אוצריא/תלמוד בבלי/אחרונים/המקנה על קידושין.txt,Dicta,1596
איגרא רמה חלק ב.txt,אוצריא/תלמוד בבלי/אחרונים/איגרא רמה חלק ב.txt,Dicta,324
אבן העוזר על מגילה.txt,אוצריא/תלמוד בבלי/אחרונים/אבן העוזר/אבן העוזר על מגילה.txt,Dicta,6
אבן העוזר על בבא קמא.txt,אוצריא/תלמוד בבלי/אחרונים/אבן העוזר/אבן העוזר על בבא קמא.txt,Dicta,17
אבן העוזר על שבועות.txt,אוצריא/תלמוד בבלי/אחרונים/אבן העוזר/אבן העוזר על שבועות.txt,Dicta,5
אבן העוזר על עירובין.txt,אוצריא/תלמוד בבלי/אחרונים/אבן העוזר/אבן העוזר על עירובין.txt,Dicta,206
אבן העוזר על בבא בתרא.txt,אוצריא/תלמוד בבלי/אחרונים/אבן העוזר/אבן העוזר על בבא בתרא.txt,Dicta,23
אבן העוזר על זבים.txt,אוצריא/תלמוד בבלי/אחרונים/אבן העוזר/אבן העוזר על זבים.txt,Dicta,6
אבן העוזר על ביצה.txt,אוצריא/תלמוד בבלי/אחרונים/אבן העוזר/אבן העוזר על ביצה.txt,Dicta,75
אבן העוזר על שבת.txt,אוצריא/תלמוד בבלי/אחרונים/אבן העוזר/אבן העוזר על שבת.txt,Dicta,159
אבן העוזר על קידושין.txt,אוצריא/תלמוד בבלי/אחרונים/אבן העוזר/אבן העוזר על קידושין.txt,Dicta,20
אבן העוזר על עבודה זרה.txt,אוצריא/תלמוד בבלי/אחרונים/אבן העוזר/אבן העוזר על עבודה זרה.txt,Dicta,4
אבן העוזר על הוריות.txt,אוצריא/תלמוד בבלי/אחרונים/אבן העוזר/אבן העוזר על הוריות.txt,Dicta,6
אבן העוזר על גיטין.txt,אוצריא/תלמוד בבלי/אחרונים/אבן העוזר/אבן העוזר על גיטין.txt,Dicta,20
אבן העוזר על פסחים.txt,אוצריא/תלמוד בבלי/אחרונים/אבן העוזר/אבן העוזר על פסחים.txt,Dicta,169
אבן העוזר על בבא מציעא.txt,אוצריא/תלמוד בבלי/אחרונים/אבן העוזר/אבן העוזר על בבא מציעא.txt,Dicta,36
אבן העוזר על סוכה.txt,אוצריא/תלמוד בבלי/אחרונים/אבן העוזר/אבן העוזר על סוכה.txt,Dicta,11
אבן העוזר על ברכות.txt,אוצריא/תלמוד בבלי/אחרונים/אבן העוזר/אבן העוזר על ברכות.txt,Dicta,59
אבן העוזר על ראש השנה.txt,אוצריא/תלמוד בבלי/אחרונים/אבן העוזר/אבן העוזר על ראש השנה.txt,Dicta,5
משמרות כהונה חלק א.txt,אוצריא/תלמוד בבלי/אחרונים/משמרות כהונה/משמרות כהונה חלק א.txt,Dicta,5647
משמרות כהונה על סדר נזיקין.txt,אוצריא/תלמוד בבלי/אחרונים/משמרות כהונה/משמרות כהונה על סדר נזיקין.txt,Dicta,3462
משמרות כהונה חלק ג.txt,אוצריא/תלמוד בבלי/אחרונים/משמרות כהונה/משמרות כהונה חלק ג.txt,Dicta,5310
באר שבע הקדמה.txt,אוצריא/תלמוד בבלי/אחרונים/באר שבע/באר שבע הקדמה.txt,Dicta,10
תפארת יעקב על גיטין.txt,אוצריא/תלמוד בבלי/אחרונים/תפארת יעקב/תפארת יעקב על גיטין.txt,Dicta,4589
דברי דוד ברכות.txt,אוצריא/תלמוד בבלי/אחרונים/דברי דוד/דברי דוד ברכות.txt,Dicta,376
דברי דוד פסחים.txt,אוצריא/תלמוד בבלי/אחרונים/דברי דוד/דברי דוד פסחים.txt,Dicta,53
דברי דוד מועד קטן.txt,אוצריא/תלמוד בבלי/אחרונים/דברי דוד/דברי דוד מועד קטן.txt,Dicta,62
ערוך לנר על יבמות.txt,אוצריא/תלמוד בבלי/אחרונים/ערוך לנר/סדר נשים/ערוך לנר על יבמות.txt,Dicta,3338
כפות תמרים על סוכה.txt,אוצריא/תלמוד בבלי/אחרונים/שמות בארץ/כפות תמרים על סוכה.txt,Dicta,506
גבורות שמונים.txt,אוצריא/תלמוד בבלי/אחרונים/ר' יוסף ענגיל/גבורות שמונים.txt,Dicta,705
גליוני השס על עבודה זרה.txt,אוצריא/תלמוד בבלי/אחרונים/ר' יוסף ענגיל/גליוני השס/נזיקין/גליוני השס על עבודה זרה.txt,Dicta,219
גליוני השס על עדיות.txt,אוצריא/תלמוד בבלי/אחרונים/ר' יוסף ענגיל/גליוני השס/נזיקין/גליוני השס על עדיות.txt,Dicta,16
גליוני השס על בבא בתרא.txt,אוצריא/תלמוד בבלי/אחרונים/ר' יוסף ענגיל/גליוני השס/נזיקין/גליוני השס על בבא בתרא.txt,Dicta,380
גליוני השס על שבועות.txt,אוצריא/תלמוד בבלי/אחרונים/ר' יוסף ענגיל/גליוני השס/נזיקין/גליוני השס על שבועות.txt,Dicta,166
גליוני השס על אבות.txt,אוצריא/תלמוד בבלי/אחרונים/ר' יוסף ענגיל/גליוני השס/נזיקין/גליוני השס על אבות.txt,Dicta,67
גליוני השס על בבא קמא.txt,אוצריא/תלמוד בבלי/אחרונים/ר' יוסף ענגיל/גליוני השס/נזיקין/גליוני השס על בבא קמא.txt,Dicta,442
גליוני השס על הוריות.txt,אוצריא/תלמוד בבלי/אחרונים/ר' יוסף ענגיל/גליוני השס/נזיקין/גליוני השס על הוריות.txt,Dicta,43
גליוני השס על מכות.txt,אוצריא/תלמוד בבלי/אחרונים/ר' יוסף ענגיל/גליוני השס/נזיקין/גליוני השס על מכות.txt,Dicta,112
גליוני השס על סנהדרין.txt,אוצריא/תלמוד בבלי/אחרונים/ר' יוסף ענגיל/גליוני השס/נזיקין/גליוני השס על סנהדרין.txt,Dicta,541
גליוני השס על בבא מציעא.txt,אוצריא/תלמוד בבלי/אחרונים/ר' יוסף ענגיל/גליוני השס/נזיקין/גליוני השס על בבא מציעא.txt,Dicta,489
גליוני השס על ראש השנה.txt,אוצריא/תלמוד בבלי/אחרונים/ר' יוסף ענגיל/גליוני השס/מועד/גליוני השס על ראש השנה.txt,Dicta,257
גליוני השס על ביצה.txt,אוצריא/תלמוד בבלי/אחרונים/ר' יוסף ענגיל/גליוני השס/מועד/גליוני השס על ביצה.txt,Dicta,177
גליוני השס על פסחים.txt,אוצריא/תלמוד בבלי/אחרונים/ר' יוסף ענגיל/גליוני השס/מועד/גליוני השס על פסחים.txt,Dicta,606
גליוני השס על שבת.txt,אוצריא/תלמוד בבלי/אחרונים/ר' יוסף ענגיל/גליוני השס/מועד/גליוני השס על שבת.txt,Dicta,1058
גליוני השס על יומא.txt,אוצריא/תלמוד בבלי/אחרונים/ר' יוסף ענגיל/גליוני השס/מועד/גליוני השס על יומא.txt,Dicta,416
גליוני השס על מגילה.txt,אוצריא/תלמוד בבלי/אחרונים/ר' יוסף ענגיל/גליוני השס/מועד/גליוני השס על מגילה.txt,Dicta,179
גליוני השס על מועד קטן.txt,אוצריא/תלמוד בבלי/אחרונים/ר' יוסף ענגיל/גליוני השס/מועד/גליוני השס על מועד קטן.txt,Dicta,138
גליוני השס על תענית.txt,אוצריא/תלמוד בבלי/אחרונים/ר' יוסף ענגיל/גליוני השס/מועד/גליוני השס על תענית.txt,Dicta,154
