"categoryPath","title","author","heShortDesc","heDesc","heDescNew"
"משנה>ראשונים על המשנה>רמב""ם>סדר נשים","רמב""ם על משנה כתובות","רמב""ם","","פירושו של הרמב""ם הוא הראשון שנכתב על כל המשנה, והוא אחד הפירושים החשובים שעל המשנה. הרמב""ם כתבו בצעירותו בשפה הערבית-יהודית, ותורגם פעמים רבות לעברית. הפירוש מכיל ביאור קצר לכל משנה ודיון מעמיק בעניינים המרכזיים שבה. בסוף כל עניין הוא פוסק הלכה על-פי מסקנת התלמוד.","פירושו של הרמב""ם הוא הראשון שנכתב על כל המשנה, והוא מן הפירושים החשובים שעליה. הרמב""ם כתבו בצעירותו בשפה הערבית-יהודית, והוא תורגם פעמים רבות לעברית. הפירוש מכיל ביאור קצר לכל משנה ודיון מעמיק בעניינים המרכזיים שבה, ובסוף כל עניין הוא פוסק הלכה על פי מסקנת התלמוד."
"משנה>ראשונים על המשנה>רמב""ם>סדר מועד","רמב""ם על משנה מגילה","רמב""ם","","פירושו של הרמב""ם הוא הראשון שנכתב על כל המשנה, והוא אחד הפירושים החשובים שעל המשנה. הרמב""ם כתבו בצעירותו בשפה הערבית-יהודית, ותורגם פעמים רבות לעברית. הפירוש מכיל ביאור קצר לכל משנה ודיון מעמיק בעניינים המרכזיים שבה. בסוף כל עניין הוא פוסק הלכה על-פי מסקנת התלמוד.","פירושו של הרמב""ם הוא הראשון שנכתב על כל המשנה, והוא מן הפירושים החשובים שעליה. הרמב""ם כתבו בצעירותו בשפה הערבית-יהודית, והוא תורגם פעמים רבות לעברית. הפירוש מכיל ביאור קצר לכל משנה ודיון מעמיק בעניינים המרכזיים שבה, ובסוף כל עניין הוא פוסק הלכה על פי מסקנת התלמוד."
"משנה>ראשונים על המשנה>רמב""ם>סדר קדשים","רמב""ם על משנה מדות","רמב""ם","","פירושו של הרמב""ם הוא הראשון שנכתב על כל המשנה, והוא אחד הפירושים החשובים שעל המשנה. הרמב""ם כתבו בצעירותו בשפה הערבית-יהודית, ותורגם פעמים רבות לעברית. הפירוש מכיל ביאור קצר לכל משנה ודיון מעמיק בעניינים המרכזיים שבה. בסוף כל עניין הוא פוסק הלכה על-פי מסקנת התלמוד.","פירושו של הרמב""ם הוא הראשון שנכתב על כל המשנה, והוא מן הפירושים החשובים שעליה. הרמב""ם כתבו בצעירותו בשפה הערבית-יהודית, והוא תורגם פעמים רבות לעברית. הפירוש מכיל ביאור קצר לכל משנה ודיון מעמיק בעניינים המרכזיים שבה, ובסוף כל עניין הוא פוסק הלכה על פי מסקנת התלמוד."
"משנה>ראשונים על המשנה>רמב""ם>סדר מועד","רמב""ם על משנה מועד קטן","רמב""ם","","פירושו של הרמב""ם הוא הראשון שנכתב על כל המשנה, והוא אחד הפירושים החשובים שעל המשנה. הרמב""ם כתבו בצעירותו בשפה הערבית-יהודית, ותורגם פעמים רבות לעברית. הפירוש מכיל ביאור קצר לכל משנה ודיון מעמיק בעניינים המרכזיים שבה. בסוף כל עניין הוא פוסק הלכה על-פי מסקנת התלמוד.","פירושו של הרמב""ם הוא הראשון שנכתב על כל המשנה, והוא מן הפירושים החשובים שעליה. הרמב""ם כתבו בצעירותו בשפה הערבית-יהודית, והוא תורגם פעמים רבות לעברית. הפירוש מכיל ביאור קצר לכל משנה ודיון מעמיק בעניינים המרכזיים שבה, ובסוף כל עניין הוא פוסק הלכה על פי מסקנת התלמוד."
"משנה>ראשונים על המשנה>רמב""ם>סדר נזיקין","רמב""ם על משנה מכות","רמב""ם","","פירושו של הרמב""ם הוא הראשון שנכתב על כל המשנה, והוא אחד הפירושים החשובים שעל המשנה. הרמב""ם כתבו בצעירותו בשפה הערבית-יהודית, ותורגם פעמים רבות לעברית. הפירוש מכיל ביאור קצר לכל משנה ודיון מעמיק בעניינים המרכזיים שבה. בסוף כל עניין הוא פוסק הלכה על-פי מסקנת התלמוד.","פירושו של הרמב""ם הוא הראשון שנכתב על כל המשנה, והוא מן הפירושים החשובים שעליה. הרמב""ם כתבו בצעירותו בשפה הערבית-יהודית, והוא תורגם פעמים רבות לעברית. הפירוש מכיל ביאור קצר לכל משנה ודיון מעמיק בעניינים המרכזיים שבה, ובסוף כל עניין הוא פוסק הלכה על פי מסקנת התלמוד."
"משנה>ראשונים על המשנה>רמב""ם>סדר טהרות","רמב""ם על משנה מכשירין","רמב""ם","","פירושו של הרמב""ם הוא הראשון שנכתב על כל המשנה, והוא אחד הפירושים החשובים שעל המשנה. הרמב""ם כתבו בצעירותו בשפה הערבית-יהודית, ותורגם פעמים רבות לעברית. הפירוש מכיל ביאור קצר לכל משנה ודיון מעמיק בעניינים המרכזיים שבה. בסוף כל עניין הוא פוסק הלכה על-פי מסקנת התלמוד.","פירושו של הרמב""ם הוא הראשון שנכתב על כל המשנה, והוא מן הפירושים החשובים שעליה. הרמב""ם כתבו בצעירותו בשפה הערבית-יהודית, והוא תורגם פעמים רבות לעברית. הפירוש מכיל ביאור קצר לכל משנה ודיון מעמיק בעניינים המרכזיים שבה, ובסוף כל עניין הוא פוסק הלכה על פי מסקנת התלמוד."
"משנה>ראשונים על המשנה>רמב""ם>סדר קדשים","רמב""ם על משנה מנחות","רמב""ם","","פירושו של הרמב""ם הוא הראשון שנכתב על כל המשנה, והוא אחד הפירושים החשובים שעל המשנה. הרמב""ם כתבו בצעירותו בשפה הערבית-יהודית, ותורגם פעמים רבות לעברית. הפירוש מכיל ביאור קצר לכל משנה ודיון מעמיק בעניינים המרכזיים שבה. בסוף כל עניין הוא פוסק הלכה על-פי מסקנת התלמוד.","פירושו של הרמב""ם הוא הראשון שנכתב על כל המשנה, והוא מן הפירושים החשובים שעליה. הרמב""ם כתבו בצעירותו בשפה הערבית-יהודית, והוא תורגם פעמים רבות לעברית. הפירוש מכיל ביאור קצר לכל משנה ודיון מעמיק בעניינים המרכזיים שבה, ובסוף כל עניין הוא פוסק הלכה על פי מסקנת התלמוד."
"משנה>ראשונים על המשנה>רמב""ם>סדר קדשים","רמב""ם על משנה מעילה","רמב""ם","","פירושו של הרמב""ם הוא הראשון שנכתב על כל המשנה, והוא אחד הפירושים החשובים שעל המשנה. הרמב""ם כתבו בצעירותו בשפה הערבית-יהודית, ותורגם פעמים רבות לעברית. הפירוש מכיל ביאור קצר לכל משנה ודיון מעמיק בעניינים המרכזיים שבה. בסוף כל עניין הוא פוסק הלכה על-פי מסקנת התלמוד.","פירושו של הרמב""ם הוא הראשון שנכתב על כל המשנה, והוא מן הפירושים החשובים שעליה. הרמב""ם כתבו בצעירותו בשפה הערבית-יהודית, והוא תורגם פעמים רבות לעברית. הפירוש מכיל ביאור קצר לכל משנה ודיון מעמיק בעניינים המרכזיים שבה, ובסוף כל עניין הוא פוסק הלכה על פי מסקנת התלמוד."
"משנה>ראשונים על המשנה>רמב""ם>סדר זרעים","רמב""ם על משנה מעשר שני","רמב""ם","","פירושו של הרמב""ם הוא הראשון שנכתב על כל המשנה, והוא אחד הפירושים החשובים שעל המשנה. הרמב""ם כתבו בצעירותו בשפה הערבית-יהודית, ותורגם פעמים רבות לעברית. הפירוש מכיל ביאור קצר לכל משנה ודיון מעמיק בעניינים המרכזיים שבה. בסוף כל עניין הוא פוסק הלכה על-פי מסקנת התלמוד.","פירושו של הרמב""ם הוא הראשון שנכתב על כל המשנה, והוא מן הפירושים החשובים שעליה. הרמב""ם כתבו בצעירותו בשפה הערבית-יהודית, והוא תורגם פעמים רבות לעברית. הפירוש מכיל ביאור קצר לכל משנה ודיון מעמיק בעניינים המרכזיים שבה, ובסוף כל עניין הוא פוסק הלכה על פי מסקנת התלמוד."
"משנה>ראשונים על המשנה>רמב""ם>סדר זרעים","רמב""ם על משנה מעשרות","רמב""ם","","פירושו של הרמב""ם הוא הראשון שנכתב על כל המשנה, והוא אחד הפירושים החשובים שעל המשנה. הרמב""ם כתבו בצעירותו בשפה הערבית-יהודית, ותורגם פעמים רבות לעברית. הפירוש מכיל ביאור קצר לכל משנה ודיון מעמיק בעניינים המרכזיים שבה. בסוף כל עניין הוא פוסק הלכה על-פי מסקנת התלמוד.","פירושו של הרמב""ם הוא הראשון שנכתב על כל המשנה, והוא מן הפירושים החשובים שעליה. הרמב""ם כתבו בצעירותו בשפה הערבית-יהודית, והוא תורגם פעמים רבות לעברית. הפירוש מכיל ביאור קצר לכל משנה ודיון מעמיק בעניינים המרכזיים שבה, ובסוף כל עניין הוא פוסק הלכה על פי מסקנת התלמוד."
"משנה>ראשונים על המשנה>רמב""ם>סדר טהרות","רמב""ם על משנה מקואות","רמב""ם","","פירושו של הרמב""ם הוא הראשון שנכתב על כל המשנה, והוא אחד הפירושים החשובים שעל המשנה. הרמב""ם כתבו בצעירותו בשפה הערבית-יהודית, ותורגם פעמים רבות לעברית. הפירוש מכיל ביאור קצר לכל משנה ודיון מעמיק בעניינים המרכזיים שבה. בסוף כל עניין הוא פוסק הלכה על-פי מסקנת התלמוד.","פירושו של הרמב""ם הוא הראשון שנכתב על כל המשנה, והוא מן הפירושים החשובים שעליה. הרמב""ם כתבו בצעירותו בשפה הערבית-יהודית, והוא תורגם פעמים רבות לעברית. הפירוש מכיל ביאור קצר לכל משנה ודיון מעמיק בעניינים המרכזיים שבה, ובסוף כל עניין הוא פוסק הלכה על פי מסקנת התלמוד."
"משנה>ראשונים על המשנה>רמב""ם>סדר טהרות","רמב""ם על משנה נגעים","רמב""ם","","פירושו של הרמב""ם הוא הראשון שנכתב על כל המשנה, והוא אחד הפירושים החשובים שעל המשנה. הרמב""ם כתבו בצעירותו בשפה הערבית-יהודית, ותורגם פעמים רבות לעברית. הפירוש מכיל ביאור קצר לכל משנה ודיון מעמיק בעניינים המרכזיים שבה. בסוף כל עניין הוא פוסק הלכה על-פי מסקנת התלמוד.","פירושו של הרמב""ם הוא הראשון שנכתב על כל המשנה, והוא מן הפירושים החשובים שעליה. הרמב""ם כתבו בצעירותו בשפה הערבית-יהודית, והוא תורגם פעמים רבות לעברית. הפירוש מכיל ביאור קצר לכל משנה ודיון מעמיק בעניינים המרכזיים שבה, ובסוף כל עניין הוא פוסק הלכה על פי מסקנת התלמוד."
"משנה>ראשונים על המשנה>רמב""ם>סדר טהרות","רמב""ם על משנה נדה","רמב""ם","","פירושו של הרמב""ם הוא הראשון שנכתב על כל המשנה, והוא אחד הפירושים החשובים שעל המשנה. הרמב""ם כתבו בצעירותו בשפה הערבית-יהודית, ותורגם פעמים רבות לעברית. הפירוש מכיל ביאור קצר לכל משנה ודיון מעמיק בעניינים המרכזיים שבה. בסוף כל עניין הוא פוסק הלכה על-פי מסקנת התלמוד.","פירושו של הרמב""ם הוא הראשון שנכתב על כל המשנה, והוא מן הפירושים החשובים שעליה. הרמב""ם כתבו בצעירותו בשפה הערבית-יהודית, והוא תורגם פעמים רבות לעברית. הפירוש מכיל ביאור קצר לכל משנה ודיון מעמיק בעניינים המרכזיים שבה, ובסוף כל עניין הוא פוסק הלכה על פי מסקנת התלמוד."
"משנה>ראשונים על המשנה>רמב""ם>סדר נשים","רמב""ם על משנה נדרים","רמב""ם","פירוש הרמב""ם למסכת נדרים, הפירוש הראשון שנכתב על כל המשנה; מבאר כל משנה בקצרה ופוסק הלכה למעשה.","פירושו של הרמב""ם הוא הראשון שנכתב על כל המשנה, והוא אחד הפירושים החשובים שעל המשנה. הרמב""ם כתבו בצעירותו בשפה הערבית-יהודית, ותורגם פעמים רבות לעברית. הפירוש מכיל ביאור קצר לכל משנה ודיון מעמיק בעניינים המרכזיים שבה. בסוף כל עניין הוא פוסק הלכה על-פי מסקנת התלמוד.","פירוש הרמב""ם הוא הראשון שנכתב על כל המשנה, ומן החשובים שבפירושי המשנה. רבנו כתבו בצעירותו בשפה הערבית-יהודית, והוא תורגם פעמים רבות לעברית. הפירוש כולל ביאור קצר לכל משנה ודיון מעמיק בעניינים המרכזיים שבה, ובסוף כל עניין הוא פוסק הלכה על פי מסקנת התלמוד."
"משנה>ראשונים על המשנה>רמב""ם>סדר נשים","רמב""ם על משנה נזיר","רמב""ם","פירוש הרמב""ם למסכת נזיר, הפירוש הראשון שנכתב על כל המשנה; מבאר כל משנה בקצרה ופוסק הלכה למעשה.","פירושו של הרמב""ם הוא הראשון שנכתב על כל המשנה, והוא אחד הפירושים החשובים שעל המשנה. הרמב""ם כתבו בצעירותו בשפה הערבית-יהודית, ותורגם פעמים רבות לעברית. הפירוש מכיל ביאור קצר לכל משנה ודיון מעמיק בעניינים המרכזיים שבה. בסוף כל עניין הוא פוסק הלכה על-פי מסקנת התלמוד.","פירוש הרמב""ם הוא הראשון שנכתב על כל המשנה, ומן החשובים שבפירושי המשנה. רבנו כתבו בצעירותו בשפה הערבית-יהודית, והוא תורגם פעמים רבות לעברית. הפירוש כולל ביאור קצר לכל משנה ודיון מעמיק בעניינים המרכזיים שבה, ובסוף כל עניין הוא פוסק הלכה על פי מסקנת התלמוד."
"משנה>ראשונים על המשנה>רמב""ם>סדר נשים","רמב""ם על משנה סוטה","רמב""ם","פירוש הרמב""ם למסכת סוטה, הפירוש הראשון שנכתב על כל המשנה; מבאר כל משנה בקצרה ופוסק הלכה למעשה.","פירושו של הרמב""ם הוא הראשון שנכתב על כל המשנה, והוא אחד הפירושים החשובים שעל המשנה. הרמב""ם כתבו בצעירותו בשפה הערבית-יהודית, ותורגם פעמים רבות לעברית. הפירוש מכיל ביאור קצר לכל משנה ודיון מעמיק בעניינים המרכזיים שבה. בסוף כל עניין הוא פוסק הלכה על-פי מסקנת התלמוד.","פירוש הרמב""ם הוא הראשון שנכתב על כל המשנה, ומן החשובים שבפירושי המשנה. רבנו כתבו בצעירותו בשפה הערבית-יהודית, והוא תורגם פעמים רבות לעברית. הפירוש כולל ביאור קצר לכל משנה ודיון מעמיק בעניינים המרכזיים שבה, ובסוף כל עניין הוא פוסק הלכה על פי מסקנת התלמוד."
"משנה>ראשונים על המשנה>רמב""ם>סדר מועד","רמב""ם על משנה סוכה","רמב""ם","פירוש הרמב""ם למסכת סוכה, הפירוש הראשון שנכתב על כל המשנה; מבאר כל משנה בקצרה ופוסק הלכה למעשה.","פירושו של הרמב""ם הוא הראשון שנכתב על כל המשנה, והוא אחד הפירושים החשובים שעל המשנה. הרמב""ם כתבו בצעירותו בשפה הערבית-יהודית, ותורגם פעמים רבות לעברית. הפירוש מכיל ביאור קצר לכל משנה ודיון מעמיק בעניינים המרכזיים שבה. בסוף כל עניין הוא פוסק הלכה על-פי מסקנת התלמוד.","פירוש הרמב""ם הוא הראשון שנכתב על כל המשנה, ומן החשובים שבפירושי המשנה. רבנו כתבו בצעירותו בשפה הערבית-יהודית, והוא תורגם פעמים רבות לעברית. הפירוש כולל ביאור קצר לכל משנה ודיון מעמיק בעניינים המרכזיים שבה, ובסוף כל עניין הוא פוסק הלכה על פי מסקנת התלמוד."
"משנה>ראשונים על המשנה>רמב""ם>סדר נזיקין","רמב""ם על משנה סנהדרין","רמב""ם","פירוש הרמב""ם למסכת סנהדרין, הפירוש הראשון שנכתב על כל המשנה; מבאר כל משנה בקצרה ופוסק הלכה למעשה.","פירושו של הרמב""ם הוא הראשון שנכתב על כל המשנה, והוא אחד הפירושים החשובים שעל המשנה. הרמב""ם כתבו בצעירותו בשפה הערבית-יהודית, ותורגם פעמים רבות לעברית. הפירוש מכיל ביאור קצר לכל משנה ודיון מעמיק בעניינים המרכזיים שבה. בסוף כל עניין הוא פוסק הלכה על-פי מסקנת התלמוד.","פירוש הרמב""ם הוא הראשון שנכתב על כל המשנה, ומן החשובים שבפירושי המשנה. רבנו כתבו בצעירותו בשפה הערבית-יהודית, והוא תורגם פעמים רבות לעברית. הפירוש כולל ביאור קצר לכל משנה ודיון מעמיק בעניינים המרכזיים שבה, ובסוף כל עניין הוא פוסק הלכה על פי מסקנת התלמוד."
"משנה>ראשונים על המשנה>רמב""ם>סדר נזיקין","רמב""ם על משנה עבודה זרה","רמב""ם","פירוש הרמב""ם למסכת עבודה זרה, הפירוש הראשון שנכתב על כל המשנה; מבאר כל משנה בקצרה ופוסק הלכה למעשה.","פירושו של הרמב""ם הוא הראשון שנכתב על כל המשנה, והוא אחד הפירושים החשובים שעל המשנה. הרמב""ם כתבו בצעירותו בשפה הערבית-יהודית, ותורגם פעמים רבות לעברית. הפירוש מכיל ביאור קצר לכל משנה ודיון מעמיק בעניינים המרכזיים שבה. בסוף כל עניין הוא פוסק הלכה על-פי מסקנת התלמוד.","פירוש הרמב""ם הוא הראשון שנכתב על כל המשנה, ומן החשובים שבפירושי המשנה. רבנו כתבו בצעירותו בשפה הערבית-יהודית, והוא תורגם פעמים רבות לעברית. הפירוש כולל ביאור קצר לכל משנה ודיון מעמיק בעניינים המרכזיים שבה, ובסוף כל עניין הוא פוסק הלכה על פי מסקנת התלמוד."
"משנה>ראשונים על המשנה>רמב""ם>סדר נזיקין","רמב""ם על משנה עדיות","רמב""ם","פירוש הרמב""ם למסכת עדיות, הפירוש הראשון שנכתב על כל המשנה; מבאר כל משנה בקצרה ופוסק הלכה למעשה.","פירושו של הרמב""ם הוא הראשון שנכתב על כל המשנה, והוא אחד הפירושים החשובים שעל המשנה. הרמב""ם כתבו בצעירותו בשפה הערבית-יהודית, ותורגם פעמים רבות לעברית. הפירוש מכיל ביאור קצר לכל משנה ודיון מעמיק בעניינים המרכזיים שבה. בסוף כל עניין הוא פוסק הלכה על-פי מסקנת התלמוד.","פירוש הרמב""ם הוא הראשון שנכתב על כל המשנה, ומן החשובים שבפירושי המשנה. רבנו כתבו בצעירותו בשפה הערבית-יהודית, והוא תורגם פעמים רבות לעברית. הפירוש כולל ביאור קצר לכל משנה ודיון מעמיק בעניינים המרכזיים שבה, ובסוף כל עניין הוא פוסק הלכה על פי מסקנת התלמוד."
"משנה>ראשונים על המשנה>רמב""ם>סדר טהרות","רמב""ם על משנה עוקצים","רמב""ם","פירוש הרמב""ם למסכת עוקצים, הפירוש הראשון שנכתב על כל המשנה; מבאר כל משנה בקצרה ופוסק הלכה למעשה.","פירושו של הרמב""ם הוא הראשון שנכתב על כל המשנה, והוא אחד הפירושים החשובים שעל המשנה. הרמב""ם כתבו בצעירותו בשפה הערבית-יהודית, ותורגם פעמים רבות לעברית. הפירוש מכיל ביאור קצר לכל משנה ודיון מעמיק בעניינים המרכזיים שבה. בסוף כל עניין הוא פוסק הלכה על-פי מסקנת התלמוד.","פירוש הרמב""ם הוא הראשון שנכתב על כל המשנה, ומן החשובים שבפירושי המשנה. רבנו כתבו בצעירותו בשפה הערבית-יהודית, והוא תורגם פעמים רבות לעברית. הפירוש כולל ביאור קצר לכל משנה ודיון מעמיק בעניינים המרכזיים שבה, ובסוף כל עניין הוא פוסק הלכה על פי מסקנת התלמוד."
"משנה>ראשונים על המשנה>רמב""ם>סדר מועד","רמב""ם על משנה עירובין","רמב""ם","פירוש הרמב""ם למסכת עירובין, הפירוש הראשון שנכתב על כל המשנה; מבאר כל משנה בקצרה ופוסק הלכה למעשה.","פירושו של הרמב""ם הוא הראשון שנכתב על כל המשנה, והוא אחד הפירושים החשובים שעל המשנה. הרמב""ם כתבו בצעירותו בשפה הערבית-יהודית, ותורגם פעמים רבות לעברית. הפירוש מכיל ביאור קצר לכל משנה ודיון מעמיק בעניינים המרכזיים שבה. בסוף כל עניין הוא פוסק הלכה על-פי מסקנת התלמוד.","פירוש הרמב""ם הוא הראשון שנכתב על כל המשנה, ומן החשובים שבפירושי המשנה. רבנו כתבו בצעירותו בשפה הערבית-יהודית, והוא תורגם פעמים רבות לעברית. הפירוש כולל ביאור קצר לכל משנה ודיון מעמיק בעניינים המרכזיים שבה, ובסוף כל עניין הוא פוסק הלכה על פי מסקנת התלמוד."
"משנה>ראשונים על המשנה>רמב""ם>סדר קדשים","רמב""ם על משנה ערכין","רמב""ם","פירוש הרמב""ם למסכת ערכין, הפירוש הראשון שנכתב על כל המשנה; מבאר כל משנה בקצרה ופוסק הלכה למעשה.","פירושו של הרמב""ם הוא הראשון שנכתב על כל המשנה, והוא אחד הפירושים החשובים שעל המשנה. הרמב""ם כתבו בצעירותו בשפה הערבית-יהודית, ותורגם פעמים רבות לעברית. הפירוש מכיל ביאור קצר לכל משנה ודיון מעמיק בעניינים המרכזיים שבה. בסוף כל עניין הוא פוסק הלכה על-פי מסקנת התלמוד.","פירוש הרמב""ם הוא הראשון שנכתב על כל המשנה, ומן החשובים שבפירושי המשנה. רבנו כתבו בצעירותו בשפה הערבית-יהודית, והוא תורגם פעמים רבות לעברית. הפירוש כולל ביאור קצר לכל משנה ודיון מעמיק בעניינים המרכזיים שבה, ובסוף כל עניין הוא פוסק הלכה על פי מסקנת התלמוד."
"משנה>ראשונים על המשנה>רמב""ם>סדר זרעים","רמב""ם על משנה ערלה","רמב""ם","פירוש הרמב""ם למסכת ערלה, הפירוש הראשון שנכתב על כל המשנה; מבאר כל משנה בקצרה ופוסק הלכה למעשה.","פירושו של הרמב""ם הוא הראשון שנכתב על כל המשנה, והוא אחד הפירושים החשובים שעל המשנה. הרמב""ם כתבו בצעירותו בשפה הערבית-יהודית, ותורגם פעמים רבות לעברית. הפירוש מכיל ביאור קצר לכל משנה ודיון מעמיק בעניינים המרכזיים שבה. בסוף כל עניין הוא פוסק הלכה על-פי מסקנת התלמוד.","פירוש הרמב""ם הוא הראשון שנכתב על כל המשנה, ומן החשובים שבפירושי המשנה. רבנו כתבו בצעירותו בשפה הערבית-יהודית, והוא תורגם פעמים רבות לעברית. הפירוש כולל ביאור קצר לכל משנה ודיון מעמיק בעניינים המרכזיים שבה, ובסוף כל עניין הוא פוסק הלכה על פי מסקנת התלמוד."
"משנה>ראשונים על המשנה>רמב""ם>סדר זרעים","רמב""ם על משנה פאה","רמב""ם","פירוש הרמב""ם למסכת פאה, הפירוש הראשון שנכתב על כל המשנה; מבאר כל משנה בקצרה ופוסק הלכה למעשה.","פירושו של הרמב""ם הוא הראשון שנכתב על כל המשנה, והוא אחד הפירושים החשובים שעל המשנה. הרמב""ם כתבו בצעירותו בשפה הערבית-יהודית, ותורגם פעמים רבות לעברית. הפירוש מכיל ביאור קצר לכל משנה ודיון מעמיק בעניינים המרכזיים שבה. בסוף כל עניין הוא פוסק הלכה על-פי מסקנת התלמוד.","פירוש הרמב""ם הוא הראשון שנכתב על כל המשנה, ומן החשובים שבפירושי המשנה. רבנו כתבו בצעירותו בשפה הערבית-יהודית, והוא תורגם פעמים רבות לעברית. הפירוש כולל ביאור קצר לכל משנה ודיון מעמיק בעניינים המרכזיים שבה, ובסוף כל עניין הוא פוסק הלכה על פי מסקנת התלמוד."
"משנה>ראשונים על המשנה>רמב""ם>סדר מועד","רמב""ם על משנה פסחים","רמב""ם","פירוש הרמב""ם למסכת פסחים, הפירוש הראשון שנכתב על כל המשנה; מבאר כל משנה בקצרה ופוסק הלכה למעשה.","פירושו של הרמב""ם הוא הראשון שנכתב על כל המשנה, והוא אחד הפירושים החשובים שעל המשנה. הרמב""ם כתבו בצעירותו בשפה הערבית-יהודית, ותורגם פעמים רבות לעברית. הפירוש מכיל ביאור קצר לכל משנה ודיון מעמיק בעניינים המרכזיים שבה. בסוף כל עניין הוא פוסק הלכה על-פי מסקנת התלמוד.","פירוש הרמב""ם הוא הראשון שנכתב על כל המשנה, ומן החשובים שבפירושי המשנה. רבנו כתבו בצעירותו בשפה הערבית-יהודית, והוא תורגם פעמים רבות לעברית. הפירוש כולל ביאור קצר לכל משנה ודיון מעמיק בעניינים המרכזיים שבה, ובסוף כל עניין הוא פוסק הלכה על פי מסקנת התלמוד."
"משנה>ראשונים על המשנה>רמב""ם>סדר טהרות","רמב""ם על משנה פרה","רמב""ם","פירוש הרמב""ם למסכת פרה, הפירוש הראשון שנכתב על כל המשנה; מבאר כל משנה בקצרה ופוסק הלכה למעשה.","פירושו של הרמב""ם הוא הראשון שנכתב על כל המשנה, והוא אחד הפירושים החשובים שעל המשנה. הרמב""ם כתבו בצעירותו בשפה הערבית-יהודית, ותורגם פעמים רבות לעברית. הפירוש מכיל ביאור קצר לכל משנה ודיון מעמיק בעניינים המרכזיים שבה. בסוף כל עניין הוא פוסק הלכה על-פי מסקנת התלמוד.","פירוש הרמב""ם הוא הראשון שנכתב על כל המשנה, ומן החשובים שבפירושי המשנה. רבנו כתבו בצעירותו בשפה הערבית-יהודית, והוא תורגם פעמים רבות לעברית. הפירוש כולל ביאור קצר לכל משנה ודיון מעמיק בעניינים המרכזיים שבה, ובסוף כל עניין הוא פוסק הלכה על פי מסקנת התלמוד."
"משנה>ראשונים על המשנה>רמב""ם>סדר נשים","רמב""ם על משנה קידושין","רמב""ם","פירוש הרמב""ם למסכת קידושין, הפירוש הראשון שנכתב על כל המשנה; מבאר כל משנה בקצרה ופוסק הלכה למעשה.","פירושו של הרמב""ם הוא הראשון שנכתב על כל המשנה, והוא אחד הפירושים החשובים שעל המשנה. הרמב""ם כתבו בצעירותו בשפה הערבית-יהודית, ותורגם פעמים רבות לעברית. הפירוש מכיל ביאור קצר לכל משנה ודיון מעמיק בעניינים המרכזיים שבה. בסוף כל עניין הוא פוסק הלכה על-פי מסקנת התלמוד.","פירוש הרמב""ם הוא הראשון שנכתב על כל המשנה, ומן החשובים שבפירושי המשנה. רבנו כתבו בצעירותו בשפה הערבית-יהודית, והוא תורגם פעמים רבות לעברית. הפירוש כולל ביאור קצר לכל משנה ודיון מעמיק בעניינים המרכזיים שבה, ובסוף כל עניין הוא פוסק הלכה על פי מסקנת התלמוד."
"משנה>ראשונים על המשנה>רמב""ם>סדר קדשים","רמב""ם על משנה קינים","רמב""ם","פירוש הרמב""ם למסכת קינים, הפירוש הראשון שנכתב על כל המשנה; מבאר כל משנה בקצרה ופוסק הלכה למעשה.","פירושו של הרמב""ם הוא הראשון שנכתב על כל המשנה, והוא אחד הפירושים החשובים שעל המשנה. הרמב""ם כתבו בצעירותו בשפה הערבית-יהודית, ותורגם פעמים רבות לעברית. הפירוש מכיל ביאור קצר לכל משנה ודיון מעמיק בעניינים המרכזיים שבה. בסוף כל עניין הוא פוסק הלכה על-פי מסקנת התלמוד.","פירוש הרמב""ם הוא הראשון שנכתב על כל המשנה, ומן החשובים שבפירושי המשנה. רבנו כתבו בצעירותו בשפה הערבית-יהודית, והוא תורגם פעמים רבות לעברית. הפירוש כולל ביאור קצר לכל משנה ודיון מעמיק בעניינים המרכזיים שבה, ובסוף כל עניין הוא פוסק הלכה על פי מסקנת התלמוד."
"משנה>ראשונים על המשנה>רמב""ם>סדר מועד","רמב""ם על משנה ראש השנה","רמב""ם","פירוש הרמב""ם למסכת ראש השנה, הפירוש הראשון שנכתב על כל המשנה; מבאר כל משנה בקצרה ופוסק הלכה למעשה.","פירושו של הרמב""ם הוא הראשון שנכתב על כל המשנה, והוא אחד הפירושים החשובים שעל המשנה. הרמב""ם כתבו בצעירותו בשפה הערבית-יהודית, ותורגם פעמים רבות לעברית. הפירוש מכיל ביאור קצר לכל משנה ודיון מעמיק בעניינים המרכזיים שבה. בסוף כל עניין הוא פוסק הלכה על-פי מסקנת התלמוד.","פירוש הרמב""ם הוא הראשון שנכתב על כל המשנה, ומן החשובים שבפירושי המשנה. רבנו כתבו בצעירותו בשפה הערבית-יהודית, והוא תורגם פעמים רבות לעברית. הפירוש כולל ביאור קצר לכל משנה ודיון מעמיק בעניינים המרכזיים שבה, ובסוף כל עניין הוא פוסק הלכה על פי מסקנת התלמוד."
